Date 		Day	Time	Pred(Ft)	Pred(cm)	High/Low
2023/06/01	Thu	04:16	0.00		0			L
2023/06/01	Thu	08:59	1.95		59			H
2023/06/01	Thu	15:19	0.33		10			L
2023/06/01	Thu	20:21	3.22		98			H
2023/06/02	Fri	04:54	-0.11		-3			L
2023/06/02	Fri	09:48	1.96		60			H
2023/06/02	Fri	15:53	0.37		11			L
2023/06/02	Fri	20:53	3.41		104			H
2023/06/03	Sat	05:35	-0.20		-6			L
2023/06/03	Sat	10:38	1.96		60			H
2023/06/03	Sat	16:29	0.41		12			L
2023/06/03	Sat	21:29	3.55		108			H
2023/06/04	Sun	06:18	-0.27		-8			L
2023/06/04	Sun	11:29	1.95		59			H
